Questions,Type,Time Limit,Required,Page Break,Randomize,Columns,Minimum Answers,Maximum Answers,Answer 1,Score,Answer 2,Score,Answer 3,Score,Answer 4,Score,Answer 5,Score,Answer 6,Score
"In a master-detail relationship scenario, the fields of the parent object need to be displayed in the related list.How will a developer achieve this design?",Multiple Choice,No,Yes,No,Yes,2,1,1,Workflow rule,0,Validation rule,0,Assignment rule,0,Cross-object formula field,1,,0,,0
A user has requested a field that counts the number of child records associated with a custom object. These custom objects have a lookup relationship between each other.Which feature would best accomplish this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Apex Trigger,1,Roll-Up Summary Field,0,Lightning Process Builder,0,Visual Flow,0,,0,,0
"Before code can be deployed in production, what percentage of test coverage must be achieved?",Multiple Choice,No,Yes,No,Yes,2,1,1,75,1,100,0,25,0,50,0,,0,,0
"ABC Company wants to rollout new product bundles with several pricing options. Pricing options include product-price bundles, account specific pricing and more.Which product satisfies the needs? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Custom AppExchange app for product-pricing.,1,Formula fields on Opportunity/Opportunity Product.,0,Lightning process builder.,0,Workflow on Opportunity/Opportunity Product.,0,,0,,0
"If ABC Company wants to refresh a sandbox weekly with some example data, which sandbox should ABC Company create?",Multiple Choice,No,Yes,No,Yes,2,1,1,Enterprise Sandbox,0,Developer Pro Sandbox,0,Partial Copy Sandbox,1,Full Sandbox,0,Developer Sandbox,0,,0
An admin is trying to add a custom VF page to the mobile app quick navigation menu but can't.What might be the problem?,Multiple Choice,No,Yes,No,Yes,2,1,1,Menu hasn't been configured for VF page.,0,VF page has fields that profile can't access.,0,VF page doesn't have a tab.,1,,0,,0,,0
What is a self-relationship?,Multiple Choice,No,Yes,No,Yes,2,1,1,A lookup field to the user object.,0,A lookup to the global search.,0,A relationship of account to opportunity owned by the same owner.,0,A lookup field to the same object.,1,,0,,0
You want to use an External Data Object Table from Heroku carrying Product Category information. The data need to be included in Salesforce and searchable.What do you have to do before you can use the connection? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,"Choose ""Include as index field"".",0,"Choose ""Include in Salesforce searches"" option.",1,URL/choose the URL.,1,"Press ""Validate and sync"".",1,,0,,0
ABC Company want to store an area code and wants to be able to search for it in applications (apex).Which are possible fields to store the data? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Email,0,Phone,0,Text,1,Multi Picklist,0,Number,1,,0
How can an App Builder determine whether the features and customizations made in an org are Lightning-ready?,Multiple Choice,No,Yes,No,Yes,2,1,1,Launch the Lightning Experience Readiness Check from All Setup.,1,Download the Lightning Experience Audit Tool from AppExchange.,0,Use the Lightning Experience Readiness Toolkit in Workbench.,0,Implement the salesforce Lightning Design System in a sandbox.,0,,0,,0
A developer has completed work in the sandbox and is ready to send it to a related org.What deployment tool should be used?,Multiple Choice,No,Yes,No,Yes,2,1,1,Force.com IDE,0,Changes Sets,1,Unmanaged Packages,0,Force.com Migration Tool,0,,0,,0
A salesperson at AW Computing only sees the Social Contacts link for Twitter and not Facebook on his records.Why would this be happening? (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,1,1,None of his Facebook contacts have confirmed the nature of their relationship.,0,The administrator hasn't enabled Social Contacts for Facebook.,0,The salespersons login with Facebook has expired.,0,Facebook is no longer supported by Social Contacts.,1,,0,,0
Field type conversion.Which of the following are true? (Choose two.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,2,2,Data can be lost when converting from auto-number to text.,1,Data can be lost converting from number to currency (assuming that field lengths are identical).,1,Data can be lost when converting from simple picklist to multi picklist.,0,Information can be lost when converting from text area (rich) to text area (long).,0,,0,,0
What are the three different custom tabs you can create? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Custom Object Tab,1,Visualforce Tab,1,Standard Object Tab,0,Web Tab,1,APEX Tab,0,,0
Two custom objects exist with a Master-Detail relationship. Your company now needs to count and display the number of child objects associated with the parent.Which feature can best satisfy this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Formula Fields,0,Lightning Process Builder,0,Visual Flow,0,Roll-up Summary Field,1,,0,,0
Identify the standard Lightning components. (Choose four.),Multiple Choice,No,Yes,No,Yes,2,4,4,List View,1,Rich Text,1,Visualforce Page,1,Reports,1,Dashboards,0,,0
Which social network is available in the Lightning Experience and Salesforce1?,Multiple Choice,No,Yes,No,Yes,2,1,1,LinkedIn,0,Klout,0,Facebook,0,Twitter,1,All of the above,0,,0
Which two features should be used to allow users to access Flows? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Custom Button,1,Quick Action,1,Flow Launcher,0,Invoked by a Process.,0,,0,,0
Universal Containers wants to understand return on investment for the latest advertising buy. They currently use a private security model for all objects.What should an app builder recommend?,Multiple Choice,No,Yes,No,Yes,2,1,1,Utilize Account Hierarchies and Roll-Up Summary fields,0,Configure Campaign Hierarchies and Campaign statistics,0,Run an opportunities pipeline report,1,Change to a public security model,0,,0,,0
An app builder wants to deploy a new version of an auto launched flow to production in an active state so that the new functionality is immediately available to users.What should the app builder take into consideration when planning the deployment? (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,1,1,Include the Process Builder calling the Flow in the deployment,0,Verify there is a static resource that provides test coverage for the Flow,0,Verify there is an Apex test that provides test coverage for the Flow,1,Include the profiles that access the flow in the deployment,0,,0,,0
"At Universal Containers, all US Sales Reps should be able to view the US Team Dashboard. However, only the US Sales Directors should be able to see the data in the component and view its source report.How can an app builder ensure the proper access is granted?",Multiple Choice,No,Yes,No,Yes,2,1,1,Share the dashboard folder with roles and subordinates of the US Sales Director and share the report folder with the role of US Sales Director,1,Make the US Sales Director the running user and share the dashboard folder with the role US Sales Rep,0,Share the dashboard with the Public Group US Sales Reps and share the dashboard source reports folder with the US Sales Director profile,0,Make the dashboard dynamic and give US Sales Reps the View My Team's Dashboard permission,0,,0,,0
"At Universal Containers, each admin and developer use a separate developer pro sandbox. Configuration and code are then migrated to a partial data sandbox for combination and initial testing. Once approved the configuration and code are then migrated to a full sandbox for final load and regression testing before going to production.When should the full sandbox be refreshed?",Multiple Choice,No,Yes,No,Yes,2,1,1,After each major release to production,1,After each push from the partial data sandbox,0,After a new user is added to production,0,After user acceptance testing is complete,0,,0,,0
"Universal Containers uses a custom object called Projects. When managers assign projects they set a custom field on the Project record called Estimated Hours.Once set, users should be able to decrease but not increase the value.How can an app builder meet this requirement? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Create a validation rule that uses the PRIORVALUE function,1,Create a process builder to update the record type,0,Create a formula field that uses the PREVGROUPVAL function,0,Create a formula default value for the custom field,0,,0,,0
Universal Containers allows all employees to submit reviews for leadership using a custom object. These reviews should only be visible to the HR department and the employee who submitted the review.Which three steps should an app builder take to properly control access to review records? (Choose three.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,3,3,Remove review read permission from non-HR Department user Profiles,0,Add a Master-Detail(User) field on the Review object,0,Set Org Wide Default to Private,1,Disable Grant Access Using Hierarchies,1,Create a criteria-based Sharing Rule for the HR Department,1,,0
Universal Containers require different fields to be filled out at each stage of the Opportunity sales process.What configuration steps can an app builder use to meet this requirement? (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,1,1,Define record types and page layouts for each stage,0,Set page layout required fields based on the current stage,0,Create a Process Builder to prompt the User for field information,0,Add the Path component to the Lightning record page,1,,0,,0
"The case handling process at Universal Containers includes multiple steps including approvals, notifications, and fields updates. To manage and evaluate all of these changes in a single save operation, an app builder wants to use Process Builder and the Advanced option to let the process evaluate a record multiple times has been selected.What option should the App Builder avoid to prevent recursion?",Multiple Choice,No,Yes,No,Yes,2,1,1,The ISCHANGED function,0,Invocable processes,0,IF statements,0,Setting a criteria node to No criteria-just execute the procedure,1,,0,,0
Sales Managers want to be automatically notified any time there is a change to an Opportunity Close Date and want these changes to be tracked on theOpportunity.Which two configurations should an app builder recommend? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Activate Historical Trending for Opportunities,0,Use Process Builder on Opportunities and a Chatter post action,1,Create an Opportunity outbound message,0,Enable Feed Tracking on Opportunities,1,,0,,0
"Universal Containers has two types of applicants, hourly and salary. There are separate record types for each. While all members of the human resource department need to be able to view all applicant records, only the hiring manager and VP of HR should be able to create salary applicant records.What should the app builder recommend to meet this requirement?",Multiple Choice,No,Yes,No,Yes,2,1,1,Configure the hourly record type as the default and instruct non-management users to accept the default record type.,0,Create a permission set containing the salary record type and assign it to the appropriate users.,1,Remove ג€createג€ permission for the salary applicant object for everyone except the manager and VP.,0,Update the org-wide default to private and create a sharing rule for the role of recruiting manager.,0,,0,,0
How should an app builder configure access to a contact's Twitter profile for Salesforce mobile app users?,Multiple Choice,No,Yes,No,Yes,2,1,1,Add the Twitter component to mobile view Lightning pages,1,Add a Twitter Quick Action to the mobile navigation,0,Add an AppExchange Lightning Component to the mobile app,0,Add a formula field to the Contact page layout,0,,0,,0
Universal Containers (UC) wants to deliver purchased containers to remote construction sites. These locations are missing a traditional street address. In these cases the customer will supply UC with the coordinates to the location.What type of field should the app builder use to capture this information?,Multiple Choice,No,Yes,No,Yes,2,1,1,Geolocation,1,Number,0,Text,0,External Lookup,0,,0,,0
Universal Containers wants to display the real-time stock price for each Account on the Account record page.How should an app builder implement this request?,Multiple Choice,No,Yes,No,Yes,2,1,1,Add a Dynamic Report to the page layout,0,Install a solution from the AppExchange,1,Build a Visual Flow that uses API calls,0,Create a Lightning Web Component,0,,0,,0
Universal Containers (UC) wants to build a Recruiting app that allows for multiple Positions to appear on custom objects Websites and Postings. UC requires a report that shows the related custom objects of Postings.Which two items should an app builder configure to implement this? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Create two new Custom Report Types,1,Configure a Postings object with Lookup field to both Positions and Websites,0,Configure a Postings object with Master-Detail field to both Positions and Websites,1,Utilize the Standard Report Types,0,,0,,0
A new field has been added to the Applicant object. A recruiter ran the `˜Position with or without Applicants' report and noticed that the new field was missing as an option to add as a column.How should an app builder troubleshoot this issue? (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,1,1,Check ג€Allow Reportsג€ for the position and applicant objects,0,Adjust the field level security to include in the report type,0,Add the field to the custom report type field layout,1,Update the profile with the ג€Manage Public Reportsג€ permission,0,,0,,0
"When an opportunity is closed date is pushed more than 30 days, manager approval is required. An approval process is in place but reps frequently forget to submit for approval to run the process.How can an app builder ensure that these opportunities are submitted into the approval process?",Multiple Choice,No,Yes,No,Yes,2,1,1,Use a validation rule and an email alert to the manager requesting approval,0,Change the entry criteria on the approval process to criteria are met and lock the record on initial submission,0,Give the manager the ג€API Enabledג€ permission to permit approval responses by email,0,Submit the record for approval from an automated process,1,,0,,0
"Universal Containers generates leads from three different sources: web, trade shows, and partners. Some of the information collected is applicable to all sources, there is also information that is unique to each type of lead.What should an app builder configure to meet these requirements?",Multiple Choice,No,Yes,No,Yes,2,1,1,Create three sections on the lead layout and instruct users to collapse the non-relevant fields,0,Create a partner community and a record type for web and trade show leads,0,Create custom page layouts for each type of lead only containing the relevant fields,0,Create three lead record types each with its own page layout containing the relevant fields,1,,0,,0
Universal Containers created a custom object called Component to capture details about products sold.What approach should an app builder take to show Component as a related list on Product?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a master-detail relationship on Product to Component. Add the Component related list to the Product page layout,0,Create a lookup relationship on Component to Product. Add the Component related list to the Product page layout,1,Create a junction object to relate Component and Product. Add the Component related list to the Product page layout,0,Create a roll-up on Product. Add the Component related list to the Product page layout,0,,0,,0
Universal Containers wants to track installation information once a container has been purchased on a custom object. Sales reps should have visibility of all the installations associated with their opportunities.What kind of relationship should this new object have to the Opportunity? (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,1,1,Master-Detail,1,Many to Many,0,Lookup,0,Hierarchical,0,,0,,0
